participant,age,female,vignette,stem,condition,medium,severity,wrt
29,19,1,3,3,bullying,offline,3,2
29,19,1,4,4,bullying,offline,5,4
29,19,1,5,5,bullying,offline,4,4
29,19,1,6,6,bullying,offline,3,2
29,19,1,7,1,bullying,online,4,5
29,19,1,8,2,bullying,online,5,5
29,19,1,9,3,bullying,online,4,3
29,19,1,10,4,bullying,online,4,4
29,19,1,11,5,bullying,online,4,5
29,19,1,12,6,bullying,online,5,3
29,19,1,13,1,harassment,offline,5,5
29,19,1,14,2,harassment,offline,5,5
29,19,1,15,3,harassment,offline,5,4
29,19,1,16,4,harassment,offline,5,4
29,19,1,17,5,harassment,offline,5,5
29,19,1,18,6,harassment,offline,5,5
29,19,1,19,1,harassment,online,5,5
29,19,1,20,2,harassment,online,4,4
29,19,1,21,3,harassment,online,5,5
29,19,1,22,4,harassment,online,5,3
29,19,1,23,5,harassment,online,4,4
29,19,1,24,6,harassment,online,5,5
30,19,1,1,1,bullying,offline,4,3
30,19,1,2,2,bullying,offline,4,5
30,19,1,3,3,bullying,offline,4,3
30,19,1,4,4,bullying,offline,4,4
30,19,1,5,5,bullying,offline,3,3
30,19,1,6,6,bullying,offline,4,4
30,19,1,7,1,bullying,online,5,5
30,19,1,8,2,bullying,online,5,5
30,19,1,9,3,bullying,online,5,5
30,19,1,10,4,bullying,online,4,5
30,19,1,11,5,bullying,online,5,5
30,19,1,12,6,bullying,online,5,5
30,19,1,13,1,harassment,offline,5,5
30,19,1,14,2,harassment,offline,5,5
30,19,1,15,3,harassment,offline,5,5
30,19,1,16,4,harassment,offline,5,5
30,19,1,17,5,harassment,offline,5,5
30,19,1,18,6,harassment,offline,5,5
30,19,1,19,1,harassment,online,5,5
30,19,1,20,2,harassment,online,4,4
30,19,1,21,3,harassment,online,5,5
30,19,1,22,4,harassment,online,5,5
30,19,1,23,5,harassment,online,4,3
30,19,1,24,6,harassment,online,5,5
31,19,1,1,1,bullying,offline,1,1
31,19,1,2,2,bullying,offline,2,2
31,19,1,3,3,bullying,offline,2,1
31,19,1,4,4,bullying,offline,1,1
31,19,1,5,5,bullying,offline,2,2
31,19,1,6,6,bullying,offline,3,2
31,19,1,7,1,bullying,online,2,2
31,19,1,8,2,bullying,online,3,3
31,19,1,9,3,bullying,online,4,4
31,19,1,10,4,bullying,online,2,2
31,19,1,11,5,bullying,online,3,3
31,19,1,12,6,bullying,online,4,4
31,19,1,13,1,harassment,offline,5,5
31,19,1,14,2,harassment,offline,4,3
31,19,1,15,3,harassment,offline,4,4
31,19,1,16,4,harassment,offline,3,2
31,19,1,17,5,harassment,offline,4,2
31,19,1,18,6,harassment,offline,4,3
31,19,1,19,1,harassment,online,5,5
31,19,1,20,2,harassment,online,4,4
31,19,1,21,3,harassment,online,5,5
31,19,1,22,4,harassment,online,3,2
31,19,1,23,5,harassment,online,4,4
31,19,1,24,6,harassment,online,4,5
32,19,1,1,1,bullying,offline,4,4
32,19,1,2,2,bullying,offline,3,3
32,19,1,3,3,bullying,offline,4,4
32,19,1,4,4,bullying,offline,4,4
32,19,1,5,5,bullying,offline,3,2
32,19,1,6,6,bullying,offline,4,3
32,19,1,7,1,bullying,online,5,5
32,19,1,8,2,bullying,online,5,5
32,19,1,9,3,bullying,online,5,5
32,19,1,10,4,bullying,online,5,5
32,19,1,11,5,bullying,online,5,5
32,19,1,12,6,bullying,online,4,3
32,19,1,13,1,harassment,offline,4,5
32,19,1,14,2,harassment,offline,4,3
32,19,1,15,3,harassment,offline,5,4
32,19,1,16,4,harassment,offline,3,3
32,19,1,17,5,harassment,offline,4,3
32,19,1,18,6,harassment,offline,5,4
32,19,1,19,1,harassment,online,5,5
32,19,1,20,2,harassment,online,4,4
32,19,1,21,3,harassment,online,5,5
32,19,1,22,4,harassment,online,4,4
32,19,1,23,5,harassment,online,4,3
32,19,1,24,6,harassment,online,5,5
33,20,1,1,1,bullying,offline,3,2
33,20,1,2,2,bullying,offline,4,2
33,20,1,3,3,bullying,offline,4,2
33,20,1,4,4,bullying,offline,2,2
33,20,1,5,5,bullying,offline,4,2
33,20,1,6,6,bullying,offline,3,2
33,20,1,7,1,bullying,online,4,2
33,20,1,8,2,bullying,online,4,3
33,20,1,9,3,bullying,online,3,3
33,20,1,10,4,bullying,online,3,3
33,20,1,11,5,bullying,online,3,3
33,20,1,12,6,bullying,online,4,3
33,20,1,13,1,harassment,offline,4,4
33,20,1,14,2,harassment,offline,3,3
33,20,1,15,3,harassment,offline,4,3
33,20,1,16,4,harassment,offline,4,4
33,20,1,17,5,harassment,offline,3,2
33,20,1,18,6,harassment,offline,4,4
33,20,1,19,1,harassment,online,5,4
33,20,1,20,2,harassment,online,5,4
33,20,1,21,3,harassment,online,4,2
33,20,1,22,4,harassment,online,3,3
33,20,1,23,5,harassment,online,4,4
33,20,1,24,6,harassment,online,4,4
34,20,1,1,1,bullying,offline,4,3
34,20,1,2,2,bullying,offline,2,2
34,20,1,3,3,bullying,offline,3,3
34,20,1,4,4,bullying,offline,4,2
34,20,1,5,5,bullying,offline,3,2
34,20,1,6,6,bullying,offline,2,1
34,20,1,7,1,bullying,online,3,2
34,20,1,8,2,bullying,online,3,2
34,20,1,9,3,bullying,online,3,2
34,20,1,10,4,bullying,online,3,2
34,20,1,11,5,bullying,online,3,2
34,20,1,12,6,bullying,online,3,2
34,20,1,13,1,harassment,offline,4,4
34,20,1,14,2,harassment,offline,4,3
34,20,1,15,3,harassment,offline,4,3
34,20,1,16,4,harassment,offline,3,2
34,20,1,17,5,harassment,offline,4,4
34,20,1,18,6,harassment,offline,4,3
34,20,1,19,1,harassment,online,4,4
34,20,1,20,2,harassment,online,4,3
34,20,1,21,3,harassment,online,4,3
34,20,1,22,4,harassment,online,3,2
34,20,1,23,5,harassment,online,3,2
34,20,1,24,6,harassment,online,4,3
35,20,1,1,1,bullying,offline,5,2
35,20,1,2,2,bullying,offline,5,4
35,20,1,3,3,bullying,offline,4,3
35,20,1,4,4,bullying,offline,5,4
35,20,1,5,5,bullying,offline,5,3
35,20,1,6,6,bullying,offline,3,2
35,20,1,7,1,bullying,online,5,3
35,20,1,8,2,bullying,online,5,4
35,20,1,9,3,bullying,online,4,3
35,20,1,10,4,bullying,online,5,3
35,20,1,11,5,bullying,online,4,3
35,20,1,12,6,bullying,online,3,2
35,20,1,13,1,harassment,offline,5,4
35,20,1,14,2,harassment,offline,5,4
35,20,1,15,3,harassment,offline,5,5
35,20,1,16,4,harassment,offline,3,3
35,20,1,17,5,harassment,offline,5,4
35,20,1,18,6,harassment,offline,5,5
35,20,1,19,1,harassment,online,5,4
35,20,1,20,2,harassment,online,5,4
35,20,1,21,3,harassment,online,3,3
35,20,1,22,4,harassment,online,3,2
35,20,1,23,5,harassment,online,4,4
35,20,1,24,6,harassment,online,5,3
36,20,1,1,1,bullying,offline,4,4
36,20,1,2,2,bullying,offline,3,3
36,20,1,3,3,bullying,offline,3,3
36,20,1,4,4,bullying,offline,4,3
36,20,1,5,5,bullying,offline,3,3
36,20,1,6,6,bullying,offline,3,3
36,20,1,7,1,bullying,online,4,3
36,20,1,8,2,bullying,online,4,4
36,20,1,9,3,bullying,online,3,4
36,20,1,10,4,bullying,online,3,3
36,20,1,11,5,bullying,online,3,4
36,20,1,12,6,bullying,online,4,3
36,20,1,13,1,harassment,offline,5,4
36,20,1,14,2,harassment,offline,3,3
36,20,1,15,3,harassment,offline,4,4
36,20,1,16,4,harassment,offline,3,3
36,20,1,17,5,harassment,offline,3,2
36,20,1,18,6,harassment,offline,4,3
36,20,1,19,1,harassment,online,5,5
36,20,1,20,2,harassment,online,4,4
36,20,1,21,3,harassment,online,3,3
36,20,1,22,4,harassment,online,3,4
36,20,1,23,5,harassment,online,3,2
36,20,1,24,6,harassment,online,3,3
37,22,1,1,1,bullying,offline,3,3
37,22,1,2,2,bullying,offline,3,2
37,22,1,3,3,bullying,offline,3,2
37,22,1,4,4,bullying,offline,3,3
37,22,1,5,5,bullying,offline,3,2
37,22,1,6,6,bullying,offline,2,2
37,22,1,7,1,bullying,online,3,3
37,22,1,8,2,bullying,online,2,2
37,22,1,9,3,bullying,online,2,1
37,22,1,10,4,bullying,online,3,3
37,22,1,11,5,bullying,online,2,2
37,22,1,12,6,bullying,online,2,2
37,22,1,13,1,harassment,offline,4,4
37,22,1,14,2,harassment,offline,3,2
37,22,1,15,3,harassment,offline,4,3
37,22,1,16,4,harassment,offline,3,2
37,22,1,17,5,harassment,offline,3,2
37,22,1,18,6,harassment,offline,4,3
37,22,1,19,1,harassment,online,4,4
37,22,1,20,2,harassment,online,3,3
37,22,1,21,3,harassment,online,4,3
37,22,1,22,4,harassment,online,3,2
37,22,1,23,5,harassment,online,3,2
37,22,1,24,6,harassment,online,4,3
38,20,1,1,1,bullying,offline,5,5
38,20,1,2,2,bullying,offline,5,5
38,20,1,3,3,bullying,offline,5,4
38,20,1,4,4,bullying,offline,3,3
38,20,1,5,5,bullying,offline,5,5
38,20,1,6,6,bullying,offline,5,5
38,20,1,7,1,bullying,online,3,3
38,20,1,8,2,bullying,online,5,5
38,20,1,9,3,bullying,online,5,5
38,20,1,10,4,bullying,online,5,5
38,20,1,11,5,bullying,online,5,5
38,20,1,12,6,bullying,online,4,3
38,20,1,13,1,harassment,offline,5,5
38,20,1,14,2,harassment,offline,5,5
38,20,1,15,3,harassment,offline,5,5
38,20,1,16,4,harassment,offline,5,5
38,20,1,17,5,harassment,offline,4,3
38,20,1,18,6,harassment,offline,4,3
38,20,1,19,1,harassment,online,5,5
38,20,1,20,2,harassment,online,5,5
38,20,1,21,3,harassment,online,3,4
38,20,1,22,4,harassment,online,3,3
38,20,1,23,5,harassment,online,3,2
38,20,1,24,6,harassment,online,3,2
39,19,1,1,1,bullying,offline,4,2
39,19,1,2,2,bullying,offline,5,4
39,19,1,3,3,bullying,offline,4,2
39,19,1,4,4,bullying,offline,4,3
39,19,1,5,5,bullying,offline,3,3
39,19,1,6,6,bullying,offline,4,3
39,19,1,7,1,bullying,online,4,4
39,19,1,8,2,bullying,online,2,3
39,19,1,9,3,bullying,online,4,3
39,19,1,10,4,bullying,online,3,4
39,19,1,11,5,bullying,online,3,2
39,19,1,12,6,bullying,online,3,2
39,19,1,13,1,harassment,offline,3,4
39,19,1,14,2,harassment,offline,3,3
39,19,1,15,3,harassment,offline,4,4
39,19,1,16,4,harassment,offline,4,3
39,19,1,17,5,harassment,offline,4,4
39,19,1,18,6,harassment,offline,4,4
39,19,1,19,1,harassment,online,3,4
39,19,1,20,2,harassment,online,4,4
39,19,1,21,3,harassment,online,2,3
39,19,1,22,4,harassment,online,3,4
39,19,1,23,5,harassment,online,4,3
39,19,1,24,6,harassment,online,3,3
40,20,1,1,1,bullying,offline,3,3
40,20,1,2,2,bullying,offline,3,3
40,20,1,3,3,bullying,offline,2,2
40,20,1,4,4,bullying,offline,3,2
40,20,1,5,5,bullying,offline,3,3
40,20,1,6,6,bullying,offline,2,2
40,20,1,7,1,bullying,online,3,3
40,20,1,8,2,bullying,online,4,4
40,20,1,9,3,bullying,online,3,4
40,20,1,10,4,bullying,online,2,2
40,20,1,11,5,bullying,online,4,4
40,20,1,12,6,bullying,online,3,3
40,20,1,13,1,harassment,offline,4,4
40,20,1,14,2,harassment,offline,3,4
40,20,1,15,3,harassment,offline,3,4
40,20,1,16,4,harassment,offline,3,2
40,20,1,17,5,harassment,offline,2,2
40,20,1,18,6,harassment,offline,3,2
40,20,1,19,1,harassment,online,4,4
40,20,1,20,2,harassment,online,2,2
40,20,1,21,3,harassment,online,3,3
40,20,1,22,4,harassment,online,3,2
40,20,1,23,5,harassment,online,2,2
40,20,1,24,6,harassment,online,3,3
41,21,0,1,1,bullying,offline,4,2
41,21,0,2,2,bullying,offline,1,1
41,21,0,3,3,bullying,offline,1,1
41,21,0,4,4,bullying,offline,4,2
41,21,0,5,5,bullying,offline,1,1
41,21,0,6,6,bullying,offline,1,1
41,21,0,7,1,bullying,online,3,3
41,21,0,8,2,bullying,online,1,5
41,21,0,9,3,bullying,online,3,3
41,21,0,10,4,bullying,online,3,3
41,21,0,11,5,bullying,online,1,4
41,21,0,12,6,bullying,online,1,1
41,21,0,13,1,harassment,offline,3,3
41,21,0,14,2,harassment,offline,2,2
41,21,0,15,3,harassment,offline,4,3
41,21,0,16,4,harassment,offline,3,3
41,21,0,17,5,harassment,offline,2,2
41,21,0,18,6,harassment,offline,5,5
41,21,0,19,1,harassment,online,3,3
41,21,0,20,2,harassment,online,3,3
41,21,0,21,3,harassment,online,5,5
41,21,0,22,4,harassment,online,2,2
41,21,0,23,5,harassment,online,2,2
41,21,0,24,6,harassment,online,5,5
42,19,0,1,1,bullying,offline,3,3
42,19,0,2,2,bullying,offline,2,3
42,19,0,3,3,bullying,offline,1,1
42,19,0,4,4,bullying,offline,3,2
42,19,0,5,5,bullying,offline,2,3
42,19,0,6,6,bullying,offline,1,1
42,19,0,7,1,bullying,online,2,4
42,19,0,8,2,bullying,online,2,4
42,19,0,9,3,bullying,online,2,5
42,19,0,10,4,bullying,online,2,4
42,19,0,11,5,bullying,online,1,5
42,19,0,12,6,bullying,online,2,4
42,19,0,13,1,harassment,offline,4,4
42,19,0,14,2,harassment,offline,3,2
42,19,0,15,3,harassment,offline,4,4
42,19,0,16,4,harassment,offline,1,1
42,19,0,17,5,harassment,offline,3,2
42,19,0,18,6,harassment,offline,4,4
42,19,0,19,1,harassment,online,5,5
42,19,0,20,2,harassment,online,1,1
42,19,0,21,3,harassment,online,4,4
42,19,0,22,4,harassment,online,2,1
42,19,0,23,5,harassment,online,2,1
42,19,0,24,6,harassment,online,4,4
43,22,1,1,1,bullying,offline,3,2
43,22,1,2,2,bullying,offline,4,5
43,22,1,3,3,bullying,offline,2,1
43,22,1,4,4,bullying,offline,4,3
43,22,1,5,5,bullying,offline,3,2
43,22,1,6,6,bullying,offline,2,1
43,22,1,7,1,bullying,online,2,1
43,22,1,8,2,bullying,online,4,5
43,22,1,9,3,bullying,online,4,2
43,22,1,10,4,bullying,online,1,1
43,22,1,11,5,bullying,online,4,2
43,22,1,12,6,bullying,online,4,2
43,22,1,13,1,harassment,offline,4,4
43,22,1,14,2,harassment,offline,3,3
43,22,1,15,3,harassment,offline,3,3
43,22,1,16,4,harassment,offline,2,1
43,22,1,17,5,harassment,offline,3,2
43,22,1,18,6,harassment,offline,4,2
43,22,1,19,1,harassment,online,4,3
43,22,1,20,2,harassment,online,1,1
43,22,1,21,3,harassment,online,2,1
43,22,1,22,4,harassment,online,2,1
43,22,1,23,5,harassment,online,1,1
43,22,1,24,6,harassment,online,3,2
44,21,0,1,1,bullying,offline,5,5
44,21,0,2,2,bullying,offline,4,4
44,21,0,3,3,bullying,offline,1,1
44,21,0,4,4,bullying,offline,5,4
44,21,0,5,5,bullying,offline,3,1
44,21,0,6,6,bullying,offline,1,1
44,21,0,7,1,bullying,online,2,1
44,21,0,8,2,bullying,online,4,4
44,21,0,9,3,bullying,online,4,1
44,21,0,10,4,bullying,online,4,4
44,21,0,11,5,bullying,online,3,3
44,21,0,12,6,bullying,online,4,1
44,21,0,13,1,harassment,offline,5,5
44,21,0,14,2,harassment,offline,5,5
44,21,0,15,3,harassment,offline,5,4
44,21,0,16,4,harassment,offline,3,2
44,21,0,17,5,harassment,offline,5,5
44,21,0,18,6,harassment,offline,5,5
44,21,0,19,1,harassment,online,5,5
44,21,0,20,2,harassment,online,2,1
44,21,0,21,3,harassment,online,5,4
44,21,0,22,4,harassment,online,4,3
44,21,0,23,5,harassment,online,4,3
44,21,0,24,6,harassment,online,5,4
45,22,1,1,1,bullying,offline,2,2
45,22,1,2,2,bullying,offline,4,3
45,22,1,3,3,bullying,offline,3,2
45,22,1,4,4,bullying,offline,2,2
45,22,1,5,5,bullying,offline,4,3
45,22,1,6,6,bullying,offline,3,2
45,22,1,7,1,bullying,online,2,2
45,22,1,8,2,bullying,online,4,4
45,22,1,9,3,bullying,online,3,3
45,22,1,10,4,bullying,online,2,2
45,22,1,11,5,bullying,online,4,4
45,22,1,12,6,bullying,online,3,3
45,22,1,13,1,harassment,offline,5,5
45,22,1,14,2,harassment,offline,4,4
45,22,1,15,3,harassment,offline,4,4
45,22,1,16,4,harassment,offline,4,4
45,22,1,17,5,harassment,offline,4,4
45,22,1,18,6,harassment,offline,4,4
45,22,1,19,1,harassment,online,5,5
45,22,1,20,2,harassment,online,3,3
45,22,1,21,3,harassment,online,4,4
45,22,1,22,4,harassment,online,4,4
45,22,1,23,5,harassment,online,3,3
45,22,1,24,6,harassment,online,4,4
46,20,1,1,1,bullying,offline,5,3
46,20,1,2,2,bullying,offline,3,2
46,20,1,3,3,bullying,offline,3,1
46,20,1,4,4,bullying,offline,1,1
46,20,1,5,5,bullying,offline,2,1
46,20,1,6,6,bullying,offline,2,1
46,20,1,7,1,bullying,online,3,2
46,20,1,8,2,bullying,online,4,4
46,20,1,9,3,bullying,online,3,2
46,20,1,10,4,bullying,online,1,1
46,20,1,11,5,bullying,online,3,2
46,20,1,12,6,bullying,online,4,2
46,20,1,13,1,harassment,offline,3,3
46,20,1,14,2,harassment,offline,3,4
46,20,1,15,3,harassment,offline,3,3
46,20,1,16,4,harassment,offline,2,1
46,20,1,17,5,harassment,offline,1,1
46,20,1,18,6,harassment,offline,4,4
46,20,1,19,1,harassment,online,3,4
46,20,1,20,2,harassment,online,2,2
46,20,1,21,3,harassment,online,3,4
46,20,1,22,4,harassment,online,2,1
46,20,1,23,5,harassment,online,2,2
46,20,1,24,6,harassment,online,2,2
47,23,0,1,1,bullying,offline,4,5
47,23,0,2,2,bullying,offline,5,5
47,23,0,3,3,bullying,offline,4,5
47,23,0,4,4,bullying,offline,4,4
47,23,0,5,5,bullying,offline,5,5
47,23,0,6,6,bullying,offline,2,1
47,23,0,7,1,bullying,online,3,3
47,23,0,8,2,bullying,online,3,3
47,23,0,9,3,bullying,online,3,3
47,23,0,10,4,bullying,online,3,3
47,23,0,11,5,bullying,online,4,4
47,23,0,12,6,bullying,online,1,1
47,23,0,13,1,harassment,offline,5,5
47,23,0,14,2,harassment,offline,4,4
47,23,0,15,3,harassment,offline,5,5
47,23,0,16,4,harassment,offline,4,4
47,23,0,17,5,harassment,offline,4,4
47,23,0,18,6,harassment,offline,5,5
47,23,0,19,1,harassment,online,5,5
47,23,0,20,2,harassment,online,3,3
47,23,0,21,3,harassment,online,3,3
47,23,0,22,4,harassment,online,3,3
47,23,0,23,5,harassment,online,5,2
47,23,0,24,6,harassment,online,4,4
48,21,0,1,1,bullying,offline,5,5
48,21,0,2,2,bullying,offline,5,5
48,21,0,3,3,bullying,offline,3,5
48,21,0,4,4,bullying,offline,5,5
48,21,0,5,5,bullying,offline,5,5
48,21,0,6,6,bullying,offline,3,3
48,21,0,7,1,bullying,online,5,5
48,21,0,8,2,bullying,online,5,5
48,21,0,9,3,bullying,online,5,5
48,21,0,10,4,bullying,online,5,5
48,21,0,11,5,bullying,online,5,5
48,21,0,12,6,bullying,online,5,5
48,21,0,13,1,harassment,offline,3,4
48,21,0,14,2,harassment,offline,5,5
48,21,0,15,3,harassment,offline,5,5
48,21,0,16,4,harassment,offline,3,2
48,21,0,17,5,harassment,offline,5,5
48,21,0,18,6,harassment,offline,5,5
48,21,0,19,1,harassment,online,3,3
48,21,0,20,2,harassment,online,3,3
48,21,0,21,3,harassment,online,5,5
48,21,0,22,4,harassment,online,3,3
48,21,0,23,5,harassment,online,4,3
48,21,0,24,6,harassment,online,5,5
49,39,0,1,1,bullying,offline,5,5
49,39,0,2,2,bullying,offline,5,5
49,39,0,3,3,bullying,offline,4,5
49,39,0,4,4,bullying,offline,5,5
49,39,0,5,5,bullying,offline,5,5
49,39,0,6,6,bullying,offline,4,5
49,39,0,7,1,bullying,online,4,5
49,39,0,8,2,bullying,online,5,5
49,39,0,9,3,bullying,online,5,5
49,39,0,10,4,bullying,online,5,5
49,39,0,11,5,bullying,online,5,5
49,39,0,12,6,bullying,online,5,5
49,39,0,13,1,harassment,offline,5,5
49,39,0,14,2,harassment,offline,5,5
49,39,0,15,3,harassment,offline,5,5
49,39,0,16,4,harassment,offline,5,5
49,39,0,17,5,harassment,offline,5,5
49,39,0,18,6,harassment,offline,5,5
49,39,0,19,1,harassment,online,5,5
49,39,0,20,2,harassment,online,5,5
49,39,0,21,3,harassment,online,5,5
49,39,0,22,4,harassment,online,5,5
49,39,0,23,5,harassment,online,5,5
49,39,0,24,6,harassment,online,5,5
50,18,1,1,1,bullying,offline,5,4
50,18,1,2,2,bullying,offline,4,2
50,18,1,3,3,bullying,offline,4,2
50,18,1,4,4,bullying,offline,5,3
50,18,1,5,5,bullying,offline,5,3
50,18,1,6,6,bullying,offline,4,2
50,18,1,7,1,bullying,online,5,5
50,18,1,8,2,bullying,online,5,4
50,18,1,9,3,bullying,online,5,5
50,18,1,10,4,bullying,online,5,4
50,18,1,11,5,bullying,online,5,4
50,18,1,12,6,bullying,online,5,5
50,18,1,13,1,harassment,offline,5,5
50,18,1,14,2,harassment,offline,4,4
50,18,1,15,3,harassment,offline,5,4
50,18,1,16,4,harassment,offline,4,4
50,18,1,17,5,harassment,offline,4,5
50,18,1,18,6,harassment,offline,5,5
50,18,1,19,1,harassment,online,5,5
50,18,1,20,2,harassment,online,4,3
50,18,1,21,3,harassment,online,5,5
50,18,1,22,4,harassment,online,4,2
50,18,1,23,5,harassment,online,3,2
50,18,1,24,6,harassment,online,5,5
51,21,1,1,1,bullying,offline,4,5
51,21,1,2,2,bullying,offline,3,3
51,21,1,3,3,bullying,offline,2,1
51,21,1,4,4,bullying,offline,4,3
51,21,1,5,5,bullying,offline,4,2
51,21,1,6,6,bullying,offline,2,1
51,21,1,7,1,bullying,online,3,3
51,21,1,8,2,bullying,online,3,2
51,21,1,9,3,bullying,online,2,1
51,21,1,10,4,bullying,online,3,3
51,21,1,11,5,bullying,online,3,3
51,21,1,12,6,bullying,online,2,1
51,21,1,13,1,harassment,offline,3,2
51,21,1,14,2,harassment,offline,3,4
51,21,1,15,3,harassment,offline,4,3
51,21,1,16,4,harassment,offline,2,1
51,21,1,17,5,harassment,offline,4,2
51,21,1,18,6,harassment,offline,4,4
51,21,1,19,1,harassment,online,3,1
51,21,1,20,2,harassment,online,3,3
51,21,1,21,3,harassment,online,4,3
51,21,1,22,4,harassment,online,2,1
51,21,1,23,5,harassment,online,2,1
51,21,1,24,6,harassment,online,4,3
52,23,0,1,1,bullying,offline,3,2
52,23,0,2,2,bullying,offline,3,2
52,23,0,3,3,bullying,offline,3,1
52,23,0,4,4,bullying,offline,3,2
52,23,0,5,5,bullying,offline,3,1
52,23,0,6,6,bullying,offline,3,1
52,23,0,7,1,bullying,online,3,1
52,23,0,8,2,bullying,online,4,3
52,23,0,9,3,bullying,online,3,1
52,23,0,10,4,bullying,online,3,1
52,23,0,11,5,bullying,online,4,3
52,23,0,12,6,bullying,online,3,2
52,23,0,13,1,harassment,offline,4,4
52,23,0,14,2,harassment,offline,3,1
52,23,0,15,3,harassment,offline,4,3
52,23,0,16,4,harassment,offline,3,1
52,23,0,17,5,harassment,offline,2,2
52,23,0,18,6,harassment,offline,4,3
52,23,0,19,1,harassment,online,4,3
52,23,0,20,2,harassment,online,2,1
52,23,0,21,3,harassment,online,3,1
52,23,0,22,4,harassment,online,4,3
52,23,0,23,5,harassment,online,2,1
52,23,0,24,6,harassment,online,3,1
53,20,1,1,1,bullying,offline,5,5
53,20,1,2,2,bullying,offline,3,3
53,20,1,3,3,bullying,offline,4,4
53,20,1,4,4,bullying,offline,5,5
53,20,1,5,5,bullying,offline,3,3
53,20,1,6,6,bullying,offline,3,3
53,20,1,7,1,bullying,online,4,4
53,20,1,8,2,bullying,online,4,4
53,20,1,9,3,bullying,online,3,3
53,20,1,10,4,bullying,online,4,4
53,20,1,11,5,bullying,online,4,4
53,20,1,12,6,bullying,online,4,4
53,20,1,13,1,harassment,offline,5,5
53,20,1,14,2,harassment,offline,4,4
53,20,1,15,3,harassment,offline,5,5
53,20,1,16,4,harassment,offline,4,3
53,20,1,17,5,harassment,offline,4,3
53,20,1,18,6,harassment,offline,5,5
53,20,1,19,1,harassment,online,5,5
53,20,1,20,2,harassment,online,4,4
53,20,1,21,3,harassment,online,5,5
53,20,1,22,4,harassment,online,4,4
53,20,1,23,5,harassment,online,4,4
53,20,1,24,6,harassment,online,5,5
54,19,1,1,1,bullying,offline,5,4
54,19,1,2,2,bullying,offline,4,2
54,19,1,3,3,bullying,offline,2,1
54,19,1,4,4,bullying,offline,5,4
54,19,1,5,5,bullying,offline,4,2
54,19,1,6,6,bullying,offline,2,1
54,19,1,7,1,bullying,online,4,4
54,19,1,8,2,bullying,online,4,4
54,19,1,9,3,bullying,online,4,4
54,19,1,10,4,bullying,online,4,4
54,19,1,11,5,bullying,online,4,4
54,19,1,12,6,bullying,online,4,4
54,19,1,13,1,harassment,offline,4,5
54,19,1,14,2,harassment,offline,3,3
54,19,1,15,3,harassment,offline,4,4
54,19,1,16,4,harassment,offline,3,3
54,19,1,17,5,harassment,offline,3,3
54,19,1,18,6,harassment,offline,4,4
54,19,1,19,1,harassment,online,5,5
54,19,1,20,2,harassment,online,3,3
54,19,1,21,3,harassment,online,4,4
54,19,1,22,4,harassment,online,4,4
54,19,1,23,5,harassment,online,3,3
54,19,1,24,6,harassment,online,4,4
55,19,1,1,1,bullying,offline,3,3
55,19,1,2,2,bullying,offline,3,2
55,19,1,3,3,bullying,offline,3,3
55,19,1,4,4,bullying,offline,4,3
55,19,1,5,5,bullying,offline,3,3
55,19,1,6,6,bullying,offline,3,2
55,19,1,7,1,bullying,online,3,3
55,19,1,8,2,bullying,online,3,3
55,19,1,9,3,bullying,online,3,3
55,19,1,10,4,bullying,online,3,3
55,19,1,11,5,bullying,online,3,3
55,19,1,12,6,bullying,online,3,3
55,19,1,13,1,harassment,offline,3,3
55,19,1,14,2,harassment,offline,3,3
55,19,1,15,3,harassment,offline,3,3
55,19,1,16,4,harassment,offline,4,4
55,19,1,17,5,harassment,offline,4,4
55,19,1,18,6,harassment,offline,3,3
55,19,1,19,1,harassment,online,3,3
55,19,1,20,2,harassment,online,5,2
55,19,1,21,3,harassment,online,3,2
55,19,1,22,4,harassment,online,4,3
55,19,1,23,5,harassment,online,2,2
55,19,1,24,6,harassment,online,4,3
56,19,0,1,1,bullying,offline,2,3
56,19,0,2,2,bullying,offline,4,3
56,19,0,3,3,bullying,offline,2,1
56,19,0,4,4,bullying,offline,3,4
56,19,0,5,5,bullying,offline,3,2
56,19,0,6,6,bullying,offline,3,2
56,19,0,7,1,bullying,online,3,3
56,19,0,8,2,bullying,online,4,4
56,19,0,9,3,bullying,online,4,3
56,19,0,10,4,bullying,online,3,3
56,19,0,11,5,bullying,online,3,3
56,19,0,12,6,bullying,online,4,3
56,19,0,13,1,harassment,offline,5,4
56,19,0,14,2,harassment,offline,4,3
56,19,0,15,3,harassment,offline,4,4
56,19,0,16,4,harassment,offline,1,1
56,19,0,17,5,harassment,offline,3,3
56,19,0,18,6,harassment,offline,4,2
56,19,0,19,1,harassment,online,5,4
56,19,0,20,2,harassment,online,3,4
56,19,0,21,3,harassment,online,4,4
56,19,0,22,4,harassment,online,3,2
56,19,0,23,5,harassment,online,3,3
56,19,0,24,6,harassment,online,4,3
57,19,1,1,1,bullying,offline,4,4
57,19,1,2,2,bullying,offline,3,2
57,19,1,3,3,bullying,offline,3,2
57,19,1,4,4,bullying,offline,4,4
57,19,1,5,5,bullying,offline,3,2
57,19,1,6,6,bullying,offline,3,3
57,19,1,7,1,bullying,online,3,2
57,19,1,8,2,bullying,online,4,3
57,19,1,9,3,bullying,online,3,2
57,19,1,10,4,bullying,online,3,2
57,19,1,11,5,bullying,online,3,3
